cand_id,rec_id,job_role,source,score,application,screening,interview,offer,hired
C0876,R3,Marketing Associate,Job board,74,1,1,1,1,1
C0877,R1,Data Analyst,LinkedIn,79,1,1,0,0,0
C0878,R3,Software Engineer,Job board,31,1,0,0,0,0
C0879,R5,HR Specialist,LinkedIn,73,1,1,0,0,0
C0880,R2,HR Specialist,LinkedIn,76,1,1,0,0,0
C0881,R1,Software Engineer,Job board,72,1,1,1,0,0
C0882,R5,Data Analyst,LinkedIn,77,1,1,1,0,0
C0883,R3,Data Analyst,LinkedIn,69,1,1,1,0,0
C0884,R1,Data Analyst,LinkedIn,53,1,1,0,0,0
C0885,R3,Data Analyst,LinkedIn,52,1,1,1,0,0
C0886,R5,Data Analyst,Careers page,63,1,1,1,0,0
C0887,R4,Marketing Associate,Careers page,60,1,1,1,0,0
C0888,R4,Data Analyst,Job board,49,1,1,0,0,0
C0889,R4,Data Analyst,Job board,40,1,0,0,0,0
C0890,R1,HR Specialist,Careers page,81,1,1,1,1,1
C0891,R2,HR Specialist,Job board,49,1,1,1,1,1
C0892,R3,Data Analyst,Careers page,75,1,1,1,1,1
C0893,R3,Data Analyst,Job board,58,1,1,1,0,0
C0894,R2,HR Specialist,LinkedIn,75,1,1,0,0,0
C0895,R3,Data Analyst,Job board,42,1,1,1,0,0
C0896,R3,Marketing Associate,LinkedIn,70,1,1,1,1,0
C0897,R1,HR Specialist,Careers page,58,1,1,0,0,0
C0898,R4,HR Specialist,Careers page,38,1,0,0,0,0
C0899,R1,HR Specialist,LinkedIn,68,1,1,1,0,0
C0900,R3,HR Specialist,LinkedIn,51,1,0,0,0,0
C0901,R5,HR Specialist,Job board,68,1,1,0,0,0
C0902,R2,Data Analyst,Job board,45,1,1,0,0,0
C0903,R5,Data Analyst,Careers page,74,1,1,1,0,0
C0904,R2,Data Analyst,LinkedIn,74,1,1,0,0,0
C0905,R3,Data Analyst,LinkedIn,58,1,0,0,0,0
C0906,R2,Data Analyst,Careers page,49,1,1,0,0,0
C0907,R3,Marketing Associate,Careers page,58,1,0,0,0,0
C0908,R5,HR Specialist,Job board,55,1,0,0,0,0
C0909,R5,Marketing Associate,LinkedIn,88,1,1,0,0,0
C0910,R1,Data Analyst,LinkedIn,78,1,1,0,0,0
C0911,R1,Data Analyst,Careers page,60,1,1,0,0,0
C0912,R1,HR Specialist,Job board,64,1,1,1,0,0
C0913,R5,HR Specialist,LinkedIn,61,1,0,0,0,0
C0914,R2,Software Engineer,LinkedIn,63,1,1,0,0,0
C0915,R4,Marketing Associate,LinkedIn,54,1,1,0,0,0
C0916,R5,HR Specialist,Job board,58,1,1,0,0,0
C0917,R2,Software Engineer,Careers page,67,1,1,0,0,0
C0918,R2,Data Analyst,LinkedIn,68,1,0,0,0,0
C0919,R4,Software Engineer,Careers page,75,1,1,1,0,0
C0920,R4,Data Analyst,LinkedIn,62,1,1,0,0,0
C0921,R3,Data Analyst,Job board,66,1,1,0,0,0
C0922,R1,HR Specialist,Job board,48,1,1,0,0,0
C0923,R4,Marketing Associate,Job board,56,1,0,0,0,0
C0924,R5,HR Specialist,Job board,49,1,0,0,0,0
C0925,R3,Data Analyst,Job board,90,1,1,1,1,1
C0926,R3,Data Analyst,Job board,66,1,1,0,0,0
C0927,R4,Software Engineer,Careers page,54,1,0,0,0,0
C0928,R2,HR Specialist,Careers page,47,1,0,0,0,0
C0929,R1,HR Specialist,LinkedIn,90,1,1,1,1,1
C0930,R3,Software Engineer,Job board,45,1,0,0,0,0
C0931,R5,Data Analyst,LinkedIn,77,1,1,1,0,0
C0932,R1,Data Analyst,LinkedIn,70,1,1,1,0,0
C0933,R3,Data Analyst,LinkedIn,68,1,1,0,0,0
C0934,R2,HR Specialist,LinkedIn,68,1,0,0,0,0
C0935,R5,Data Analyst,Careers page,70,1,1,1,0,0
C0936,R1,Data Analyst,Careers page,61,1,1,0,0,0
C0937,R2,Marketing Associate,LinkedIn,83,1,1,0,0,0
C0938,R5,Marketing Associate,LinkedIn,67,1,1,1,0,0
C0939,R5,HR Specialist,LinkedIn,77,1,1,1,0,0
C0940,R1,Data Analyst,LinkedIn,69,1,1,0,0,0
C0941,R5,HR Specialist,Careers page,60,1,1,1,0,0
C0942,R2,Software Engineer,Job board,48,1,1,1,0,0
C0943,R4,HR Specialist,LinkedIn,54,1,0,0,0,0
C0944,R4,HR Specialist,LinkedIn,71,1,1,1,0,0
C0945,R1,Data Analyst,Careers page,75,1,1,1,1,1
C0946,R1,Data Analyst,Job board,67,1,1,0,0,0
C0947,R4,Data Analyst,LinkedIn,71,1,1,1,0,0
C0948,R4,Data Analyst,LinkedIn,59,1,1,1,0,0
C0949,R4,HR Specialist,Careers page,59,1,1,1,0,0
C0950,R4,Data Analyst,Careers page,84,1,1,0,0,0
C0951,R2,Data Analyst,Job board,67,1,1,0,0,0
C0952,R1,Data Analyst,LinkedIn,76,1,1,1,0,0
C0953,R5,Data Analyst,LinkedIn,48,1,1,1,0,0
C0954,R1,Data Analyst,LinkedIn,87,1,1,0,0,0
C0955,R4,Data Analyst,LinkedIn,48,1,1,1,0,0
C0956,R5,Data Analyst,Job board,48,1,0,0,0,0
C0957,R3,Data Analyst,Careers page,72,1,1,1,0,0
C0958,R1,HR Specialist,Careers page,56,1,1,0,0,0
C0959,R4,HR Specialist,Careers page,50,1,1,0,0,0
C0960,R4,Data Analyst,LinkedIn,52,1,1,1,0,0
C0961,R2,Marketing Associate,LinkedIn,71,1,1,1,0,0
C0962,R4,HR Specialist,LinkedIn,55,1,1,1,0,0
C0963,R2,Data Analyst,Careers page,72,1,1,1,0,0
C0964,R1,Data Analyst,LinkedIn,71,1,1,1,0,0
C0965,R5,HR Specialist,Careers page,55,1,1,1,0,0
C0966,R2,Marketing Associate,Job board,65,1,1,1,0,0
C0967,R2,Software Engineer,LinkedIn,62,1,1,0,0,0
C0968,R1,HR Specialist,Careers page,76,1,1,1,0,0
C0969,R3,Data Analyst,LinkedIn,58,1,1,0,0,0
C0970,R2,Data Analyst,Careers page,59,1,0,0,0,0
C0971,R3,HR Specialist,LinkedIn,61,1,1,1,1,0
C0972,R1,Data Analyst,Careers page,58,1,0,0,0,0
C0973,R3,Software Engineer,LinkedIn,64,1,1,0,0,0
C0974,R4,Software Engineer,LinkedIn,76,1,1,0,0,0
C0975,R4,Data Analyst,Job board,55,1,0,0,0,0
C0976,R3,HR Specialist,LinkedIn,83,1,1,0,0,0
C0977,R5,HR Specialist,Job board,68,1,1,0,0,0
C0978,R1,Data Analyst,Job board,68,1,1,0,0,0
C0979,R4,HR Specialist,Job board,63,1,1,0,0,0
C0980,R4,Marketing Associate,Job board,42,1,1,0,0,0
C0981,R2,HR Specialist,Careers page,63,1,1,1,0,0
C0982,R3,HR Specialist,LinkedIn,68,1,1,0,0,0
C0983,R5,Data Analyst,LinkedIn,86,1,1,1,0,0
C0984,R2,HR Specialist,LinkedIn,57,1,1,1,0,0
C0985,R5,HR Specialist,LinkedIn,72,1,1,1,0,0
C0986,R3,Data Analyst,Careers page,56,1,1,0,0,0
C0987,R1,Marketing Associate,Job board,64,1,1,0,0,0
C0988,R1,Software Engineer,LinkedIn,90,1,1,1,0,0
C0989,R1,Software Engineer,LinkedIn,60,1,1,0,0,0
C0990,R4,Software Engineer,LinkedIn,40,1,1,0,0,0
C0991,R1,Data Analyst,Careers page,72,1,1,1,1,1
C0992,R1,Data Analyst,LinkedIn,85,1,1,0,0,0
C0993,R2,Data Analyst,LinkedIn,50,1,1,1,0,0
C0994,R4,Software Engineer,Job board,43,1,1,1,1,1
C0995,R2,Data Analyst,LinkedIn,70,1,0,0,0,0
C0996,R5,Software Engineer,Careers page,55,1,0,0,0,0
C0997,R3,Marketing Associate,Careers page,62,1,1,1,0,0
C0998,R4,HR Specialist,Careers page,67,1,1,0,0,0
C0999,R3,HR Specialist,Job board,72,1,1,0,0,0
C1000,R1,Data Analyst,Careers page,54,1,1,1,0,0
C1001,R4,Data Analyst,LinkedIn,76,1,1,1,0,0
C1002,R2,HR Specialist,LinkedIn,51,1,1,1,0,0
C1003,R1,Software Engineer,LinkedIn,70,1,0,0,0,0
C1004,R5,Data Analyst,Job board,58,1,0,0,0,0
C1005,R5,HR Specialist,LinkedIn,89,1,1,0,0,0
C1006,R2,HR Specialist,Job board,40,1,0,0,0,0
C1007,R3,Data Analyst,LinkedIn,73,1,1,1,1,1
C1008,R4,Data Analyst,Careers page,73,1,1,0,0,0
C1009,R1,HR Specialist,Careers page,59,1,0,0,0,0
C1010,R4,Software Engineer,LinkedIn,58,1,0,0,0,0
C1011,R2,Marketing Associate,LinkedIn,67,1,0,0,0,0
C1012,R4,Data Analyst,Job board,49,1,1,1,0,0
C1013,R1,HR Specialist,Careers page,56,1,1,1,0,0
C1014,R2,Data Analyst,Job board,42,1,0,0,0,0
C1015,R1,HR Specialist,LinkedIn,75,1,1,1,0,0
C1016,R3,Data Analyst,Careers page,56,1,1,0,0,0
C1017,R2,Data Analyst,Job board,51,1,0,0,0,0
C1018,R3,Data Analyst,LinkedIn,59,1,1,0,0,0
C1019,R2,Software Engineer,LinkedIn,57,1,1,0,0,0
C1020,R4,Data Analyst,Careers page,62,1,1,0,0,0
C1021,R2,Data Analyst,Careers page,87,1,0,0,0,0
C1022,R3,HR Specialist,LinkedIn,63,1,1,1,0,0
C1023,R2,Data Analyst,LinkedIn,75,1,1,0,0,0
C1024,R4,HR Specialist,LinkedIn,71,1,1,1,0,0
C1025,R3,HR Specialist,LinkedIn,55,1,1,0,0,0
C1026,R4,HR Specialist,Careers page,71,1,1,1,0,0
C1027,R2,HR Specialist,Careers page,56,1,0,0,0,0
C1028,R2,Software Engineer,Job board,59,1,1,0,0,0
C1029,R4,Marketing Associate,LinkedIn,62,1,1,0,0,0
C1030,R2,Software Engineer,LinkedIn,84,1,1,0,0,0
C1031,R1,Data Analyst,Careers page,62,1,0,0,0,0
C1032,R2,Software Engineer,LinkedIn,46,1,0,0,0,0
C1033,R4,HR Specialist,Job board,58,1,1,0,0,0
C1034,R1,HR Specialist,Job board,68,1,0,0,0,0
C1035,R2,Software Engineer,Careers page,42,1,1,0,0,0
C1036,R2,HR Specialist,Job board,54,1,1,0,0,0
C1037,R1,Software Engineer,Job board,49,1,1,0,0,0
C1038,R2,Data Analyst,LinkedIn,66,1,1,1,1,1
C1039,R4,HR Specialist,LinkedIn,77,1,1,0,0,0
C1040,R4,Data Analyst,Careers page,72,1,0,0,0,0
C1041,R5,Data Analyst,Job board,72,1,0,0,0,0
C1042,R3,Marketing Associate,Job board,62,1,1,0,0,0
C1043,R2,HR Specialist,LinkedIn,87,1,1,1,0,0
C1044,R2,HR Specialist,LinkedIn,78,1,1,0,0,0
C1045,R4,Marketing Associate,Careers page,49,1,1,1,0,0
C1046,R1,Marketing Associate,LinkedIn,82,1,1,0,0,0
C1047,R4,HR Specialist,Job board,46,1,0,0,0,0
C1048,R1,Software Engineer,LinkedIn,62,1,0,0,0,0
C1049,R5,Data Analyst,LinkedIn,93,1,1,1,0,0
C1050,R5,Software Engineer,LinkedIn,72,1,1,1,1,0
C1051,R3,Marketing Associate,LinkedIn,50,1,1,1,0,0
C1052,R5,HR Specialist,Job board,44,1,1,1,1,1
C1053,R5,Software Engineer,LinkedIn,91,1,1,1,0,0
C1054,R2,Software Engineer,LinkedIn,67,1,1,1,0,0
C1055,R2,HR Specialist,LinkedIn,74,1,1,1,1,1
C1056,R4,Software Engineer,LinkedIn,64,1,0,0,0,0
C1057,R3,HR Specialist,Job board,52,1,1,1,1,0
C1058,R4,Data Analyst,LinkedIn,47,1,0,0,0,0
C1059,R4,HR Specialist,Job board,46,1,1,0,0,0
C1060,R3,HR Specialist,Careers page,53,1,1,0,0,0
C1061,R3,HR Specialist,LinkedIn,68,1,0,0,0,0
C1062,R1,HR Specialist,Careers page,36,1,0,0,0,0
C1063,R4,Data Analyst,LinkedIn,72,1,1,1,0,0
C1064,R4,HR Specialist,Job board,45,1,0,0,0,0
C1065,R1,HR Specialist,LinkedIn,55,1,0,0,0,0
C1066,R3,Marketing Associate,LinkedIn,60,1,1,0,0,0
C1067,R2,Data Analyst,LinkedIn,62,1,1,0,0,0
C1068,R1,Marketing Associate,LinkedIn,84,1,1,1,1,1
C1069,R5,HR Specialist,Job board,55,1,1,0,0,0
C1070,R2,Software Engineer,LinkedIn,56,1,1,0,0,0
C1071,R3,Software Engineer,Job board,59,1,1,0,0,0
C1072,R5,HR Specialist,LinkedIn,29,1,1,0,0,0
C1073,R5,HR Specialist,LinkedIn,69,1,0,0,0,0
C1074,R3,Marketing Associate,Job board,51,1,0,0,0,0
C1075,R3,Software Engineer,LinkedIn,81,1,1,0,0,0
C1076,R2,Software Engineer,LinkedIn,68,1,0,0,0,0
C1077,R4,Data Analyst,Careers page,68,1,0,0,0,0
C1078,R1,Data Analyst,LinkedIn,76,1,1,1,0,0
C1079,R4,HR Specialist,LinkedIn,79,1,1,0,0,0
C1080,R4,Data Analyst,LinkedIn,86,1,1,1,1,1
C1081,R4,Software Engineer,Job board,46,1,1,0,0,0
C1082,R1,HR Specialist,Careers page,39,1,0,0,0,0
C1083,R4,Data Analyst,Job board,57,1,1,0,0,0
C1084,R4,Software Engineer,Careers page,65,1,1,1,0,0
C1085,R3,Marketing Associate,Job board,62,1,0,0,0,0
C1086,R4,Data Analyst,Job board,52,1,1,1,0,0
C1087,R1,Data Analyst,Careers page,58,1,1,0,0,0
C1088,R1,Software Engineer,LinkedIn,69,1,1,0,0,0
C1089,R3,HR Specialist,Job board,51,1,1,0,0,0
C1090,R2,Data Analyst,Job board,46,1,0,0,0,0
C1091,R3,HR Specialist,LinkedIn,48,1,1,0,0,0
C1092,R1,HR Specialist,Job board,65,1,1,1,0,0
C1093,R1,HR Specialist,LinkedIn,53,1,1,0,0,0
C1094,R1,Data Analyst,Job board,41,1,1,1,1,1
C1095,R3,HR Specialist,Job board,51,1,0,0,0,0
C1096,R3,Marketing Associate,LinkedIn,77,1,1,0,0,0
C1097,R5,HR Specialist,LinkedIn,100,1,0,0,0,0
C1098,R2,Marketing Associate,LinkedIn,78,1,1,1,1,0
C1099,R4,Data Analyst,LinkedIn,58,1,0,0,0,0
C1100,R1,HR Specialist,LinkedIn,64,1,1,0,0,0
C1101,R3,Data Analyst,LinkedIn,83,1,1,1,0,0
C1102,R3,HR Specialist,LinkedIn,69,1,0,0,0,0
C1103,R1,Data Analyst,Careers page,89,1,1,1,0,0
C1104,R3,HR Specialist,LinkedIn,61,1,0,0,0,0
C1105,R5,HR Specialist,Job board,50,1,0,0,0,0
C1106,R2,Software Engineer,Job board,53,1,1,0,0,0
C1107,R2,Software Engineer,LinkedIn,72,1,1,1,1,0
C1108,R5,HR Specialist,Job board,53,1,1,0,0,0
C1109,R5,Marketing Associate,Job board,66,1,1,0,0,0
C1110,R3,Data Analyst,Job board,52,1,1,1,0,0
C1111,R1,HR Specialist,LinkedIn,67,1,0,0,0,0
C1112,R5,HR Specialist,Job board,58,1,1,1,0,0
C1113,R2,HR Specialist,Job board,40,1,1,0,0,0
C1114,R4,Data Analyst,Job board,60,1,0,0,0,0
C1115,R4,HR Specialist,Careers page,80,1,1,0,0,0
C1116,R4,Data Analyst,LinkedIn,67,1,1,0,0,0
C1117,R4,HR Specialist,LinkedIn,70,1,1,0,0,0
C1118,R5,HR Specialist,LinkedIn,58,1,1,1,1,1
C1119,R4,Data Analyst,LinkedIn,91,1,1,0,0,0
C1120,R2,Software Engineer,LinkedIn,61,1,0,0,0,0
C1121,R1,HR Specialist,LinkedIn,67,1,1,1,1,1
C1122,R1,HR Specialist,Job board,64,1,0,0,0,0
C1123,R3,Data Analyst,LinkedIn,69,1,1,0,0,0
C1124,R4,Data Analyst,LinkedIn,70,1,1,1,0,0
C1125,R1,HR Specialist,LinkedIn,60,1,1,1,0,0
C1126,R1,Marketing Associate,Careers page,59,1,1,0,0,0
C1127,R5,Data Analyst,LinkedIn,77,1,1,1,0,0
C1128,R2,Data Analyst,LinkedIn,52,1,1,0,0,0
C1129,R1,Data Analyst,Careers page,54,1,1,0,0,0
C1130,R2,HR Specialist,LinkedIn,85,1,1,1,1,1
C1131,R2,HR Specialist,LinkedIn,46,1,1,0,0,0
C1132,R3,Data Analyst,LinkedIn,62,1,1,0,0,0
C1133,R3,Data Analyst,Careers page,73,1,1,1,1,0
C1134,R2,HR Specialist,LinkedIn,57,1,0,0,0,0
C1135,R3,Software Engineer,Careers page,78,1,1,0,0,0
C1136,R3,HR Specialist,Careers page,49,1,1,0,0,0
C1137,R4,HR Specialist,Job board,52,1,1,1,1,1
C1138,R4,HR Specialist,Job board,49,1,1,0,0,0
C1139,R2,HR Specialist,Job board,44,1,0,0,0,0
C1140,R4,HR Specialist,Job board,53,1,1,1,0,0
C1141,R5,Data Analyst,LinkedIn,81,1,1,1,1,1
C1142,R4,Data Analyst,Job board,65,1,1,1,1,1
C1143,R1,Marketing Associate,Careers page,66,1,1,0,0,0
C1144,R5,HR Specialist,Job board,65,1,1,0,0,0
C1145,R1,HR Specialist,LinkedIn,77,1,1,0,0,0
C1146,R4,Marketing Associate,LinkedIn,69,1,0,0,0,0
C1147,R2,Data Analyst,Job board,49,1,1,0,0,0
C1148,R2,Data Analyst,LinkedIn,82,1,1,0,0,0
C1149,R4,HR Specialist,Job board,51,1,0,0,0,0
C1150,R1,Software Engineer,Job board,48,1,1,1,0,0
C1151,R5,Software Engineer,Careers page,62,1,0,0,0,0
C1152,R2,Data Analyst,LinkedIn,65,1,1,0,0,0
C1153,R3,Data Analyst,LinkedIn,60,1,1,1,0,0
C1154,R5,Software Engineer,Careers page,77,1,1,1,0,0
C1155,R2,Marketing Associate,LinkedIn,71,1,1,0,0,0
C1156,R4,HR Specialist,Careers page,66,1,0,0,0,0
C1157,R1,HR Specialist,Job board,57,1,0,0,0,0
C1158,R5,HR Specialist,LinkedIn,59,1,1,0,0,0
C1159,R2,Software Engineer,Job board,63,1,0,0,0,0
C1160,R1,HR Specialist,LinkedIn,90,1,1,0,0,0
C1161,R4,HR Specialist,Careers page,75,1,1,1,1,0
C1162,R1,Software Engineer,Careers page,66,1,1,1,1,1
C1163,R2,Data Analyst,Job board,64,1,1,0,0,0
C1164,R4,Marketing Associate,Careers page,60,1,1,1,1,0
C1165,R1,Data Analyst,Job board,70,1,0,0,0,0
C1166,R1,Data Analyst,Job board,45,1,1,1,0,0
C1167,R3,Data Analyst,Careers page,73,1,1,1,0,0
C1168,R4,Data Analyst,LinkedIn,73,1,1,1,0,0
C1169,R1,HR Specialist,LinkedIn,64,1,0,0,0,0
C1170,R5,Software Engineer,LinkedIn,66,1,1,1,1,0
C1171,R4,Software Engineer,Careers page,69,1,0,0,0,0
C1172,R4,HR Specialist,Job board,47,1,0,0,0,0
C1173,R3,Data Analyst,LinkedIn,74,1,1,0,0,0
C1174,R5,Marketing Associate,Careers page,81,1,0,0,0,0
C1175,R1,Marketing Associate,Job board,60,1,1,0,0,0
C1176,R2,HR Specialist,Job board,63,1,1,0,0,0
C1177,R3,Marketing Associate,LinkedIn,55,1,0,0,0,0
C1178,R4,HR Specialist,LinkedIn,60,1,1,0,0,0
C1179,R1,Data Analyst,Job board,65,1,0,0,0,0
C1180,R2,Data Analyst,Careers page,64,1,1,1,0,0
C1181,R1,HR Specialist,LinkedIn,78,1,1,1,0,0
C1182,R1,Marketing Associate,LinkedIn,59,1,1,1,1,1
C1183,R3,Data Analyst,LinkedIn,60,1,1,0,0,0
C1184,R5,Software Engineer,Job board,53,1,0,0,0,0
C1185,R3,HR Specialist,LinkedIn,75,1,1,0,0,0
C1186,R1,Data Analyst,Careers page,86,1,1,0,0,0
C1187,R4,Software Engineer,LinkedIn,67,1,0,0,0,0
C1188,R3,Marketing Associate,LinkedIn,80,1,1,1,0,0
C1189,R3,Software Engineer,LinkedIn,75,1,1,1,1,1
C1190,R2,Data Analyst,Careers page,82,1,0,0,0,0
C1191,R1,Data Analyst,Job board,75,1,1,1,0,0
C1192,R2,Data Analyst,LinkedIn,60,1,0,0,0,0
C1193,R4,Data Analyst,LinkedIn,48,1,1,0,0,0
C1194,R3,Data Analyst,Job board,35,1,0,0,0,0
C1195,R1,Data Analyst,LinkedIn,65,1,1,0,0,0
C1196,R1,Data Analyst,LinkedIn,60,1,1,0,0,0
C1197,R5,HR Specialist,Careers page,56,1,0,0,0,0
C1198,R1,Software Engineer,LinkedIn,62,1,1,0,0,0
C1199,R5,Data Analyst,Careers page,79,1,1,1,1,0
C1200,R4,Data Analyst,Job board,53,1,0,0,0,0
C1201,R5,Data Analyst,Careers page,30,1,0,0,0,0
C1202,R5,Data Analyst,Job board,32,1,0,0,0,0
C1203,R2,Marketing Associate,LinkedIn,72,1,1,1,0,0
C1204,R3,Data Analyst,Job board,36,1,0,0,0,0
C1205,R2,Marketing Associate,Careers page,43,1,1,0,0,0
C1206,R5,Software Engineer,LinkedIn,78,1,1,1,1,0
C1207,R1,Data Analyst,LinkedIn,79,1,1,1,0,0
C1208,R1,Data Analyst,Job board,49,1,1,0,0,0
C1209,R3,Software Engineer,LinkedIn,64,1,1,0,0,0
C1210,R2,HR Specialist,Careers page,82,1,0,0,0,0
C1211,R4,HR Specialist,Job board,68,1,0,0,0,0
C1212,R5,Data Analyst,Job board,51,1,1,1,0,0
C1213,R4,Marketing Associate,LinkedIn,64,1,1,0,0,0
C1214,R2,HR Specialist,Careers page,65,1,1,1,0,0
C1215,R1,Software Engineer,LinkedIn,69,1,1,0,0,0
C1216,R3,Data Analyst,Careers page,59,1,1,0,0,0
C1217,R4,HR Specialist,Job board,83,1,1,1,1,1
C1218,R3,Marketing Associate,Job board,45,1,0,0,0,0
C1219,R1,Data Analyst,Job board,66,1,1,1,0,0
C1220,R5,HR Specialist,Careers page,52,1,1,0,0,0
C1221,R4,Software Engineer,Job board,43,1,1,0,0,0
C1222,R2,Data Analyst,LinkedIn,83,1,1,0,0,0
C1223,R1,Data Analyst,LinkedIn,61,1,1,0,0,0
C1224,R5,Marketing Associate,Careers page,56,1,0,0,0,0
C1225,R5,Data Analyst,LinkedIn,65,1,1,0,0,0
C1226,R1,HR Specialist,Job board,58,1,0,0,0,0
C1227,R2,HR Specialist,Job board,38,1,0,0,0,0
C1228,R1,Data Analyst,Careers page,45,1,1,0,0,0
C1229,R5,HR Specialist,Job board,57,1,1,1,1,0
C1230,R2,Data Analyst,LinkedIn,75,1,1,1,0,0
C1231,R1,Software Engineer,LinkedIn,75,1,1,0,0,0
C1232,R4,HR Specialist,Job board,57,1,1,0,0,0
C1233,R4,Data Analyst,LinkedIn,74,1,1,1,1,0
C1234,R2,Data Analyst,Job board,45,1,1,1,0,0
C1235,R4,Data Analyst,LinkedIn,93,1,1,1,0,0
C1236,R1,Marketing Associate,Careers page,62,1,1,0,0,0
C1237,R1,Marketing Associate,LinkedIn,67,1,1,1,1,1
C1238,R3,Data Analyst,LinkedIn,81,1,1,0,0,0
C1239,R5,Marketing Associate,LinkedIn,61,1,0,0,0,0
C1240,R4,Data Analyst,LinkedIn,68,1,0,0,0,0
C1241,R1,Software Engineer,LinkedIn,63,1,0,0,0,0
C1242,R4,Data Analyst,LinkedIn,66,1,0,0,0,0
C1243,R2,Marketing Associate,Job board,59,1,0,0,0,0
C1244,R4,Data Analyst,LinkedIn,57,1,1,0,0,0
C1245,R3,HR Specialist,Job board,48,1,0,0,0,0
C1246,R4,Software Engineer,Job board,31,1,0,0,0,0
C1247,R2,Data Analyst,LinkedIn,58,1,1,0,0,0
C1248,R1,Data Analyst,LinkedIn,83,1,1,0,0,0
C1249,R1,Software Engineer,Job board,42,1,1,0,0,0
C1250,R3,Data Analyst,LinkedIn,82,1,0,0,0,0
C1251,R5,Software Engineer,Job board,65,1,1,0,0,0
C1252,R2,HR Specialist,Careers page,45,1,0,0,0,0
C1253,R2,Marketing Associate,LinkedIn,62,1,0,0,0,0
C1254,R1,Data Analyst,LinkedIn,53,1,1,0,0,0
C1255,R1,Data Analyst,LinkedIn,87,1,1,1,0,0
C1256,R5,HR Specialist,LinkedIn,82,1,1,1,0,0
C1257,R1,HR Specialist,LinkedIn,61,1,1,0,0,0
C1258,R4,Data Analyst,LinkedIn,68,1,1,0,0,0
C1259,R5,Software Engineer,LinkedIn,82,1,1,1,0,0
C1260,R2,Data Analyst,LinkedIn,48,1,1,0,0,0
C1261,R4,HR Specialist,LinkedIn,86,1,1,1,0,0
C1262,R2,Marketing Associate,LinkedIn,68,1,0,0,0,0
C1263,R1,Data Analyst,Job board,54,1,1,0,0,0
C1264,R1,Marketing Associate,LinkedIn,61,1,0,0,0,0
C1265,R3,Software Engineer,LinkedIn,70,1,1,1,0,0
C1266,R1,Software Engineer,LinkedIn,55,1,1,0,0,0
C1267,R2,Data Analyst,LinkedIn,33,1,1,0,0,0
C1268,R5,Marketing Associate,LinkedIn,63,1,1,0,0,0
C1269,R1,HR Specialist,LinkedIn,64,1,0,0,0,0
C1270,R5,Data Analyst,Job board,40,1,1,1,0,0
C1271,R1,Software Engineer,LinkedIn,78,1,1,1,0,0
C1272,R3,Marketing Associate,Job board,75,1,1,0,0,0
C1273,R2,Marketing Associate,LinkedIn,79,1,1,0,0,0
C1274,R2,Data Analyst,Careers page,61,1,1,1,0,0
C1275,R5,Data Analyst,LinkedIn,64,1,1,0,0,0
C1276,R2,Software Engineer,Job board,39,1,0,0,0,0
C1277,R3,Software Engineer,LinkedIn,92,1,1,1,0,0
C1278,R2,Data Analyst,LinkedIn,82,1,1,1,1,1
C1279,R4,Data Analyst,LinkedIn,84,1,1,1,1,1
C1280,R4,Software Engineer,Job board,67,1,1,0,0,0
C1281,R1,Data Analyst,LinkedIn,55,1,0,0,0,0
C1282,R5,Data Analyst,Job board,45,1,1,1,0,0
C1283,R2,Marketing Associate,Job board,37,1,0,0,0,0
C1284,R3,Data Analyst,LinkedIn,48,1,1,1,1,1
C1285,R2,Software Engineer,Job board,52,1,0,0,0,0
C1286,R4,Data Analyst,LinkedIn,62,1,1,0,0,0
C1287,R3,HR Specialist,LinkedIn,81,1,1,0,0,0
C1288,R2,Data Analyst,LinkedIn,74,1,1,0,0,0
C1289,R4,Software Engineer,LinkedIn,54,1,1,0,0,0
C1290,R2,HR Specialist,LinkedIn,85,1,1,1,1,1
C1291,R3,Data Analyst,Careers page,64,1,1,1,0,0
C1292,R2,HR Specialist,LinkedIn,78,1,1,1,0,0
C1293,R1,HR Specialist,Job board,48,1,1,0,0,0
C1294,R5,Marketing Associate,Job board,68,1,1,0,0,0
C1295,R4,HR Specialist,Job board,52,1,0,0,0,0
C1296,R4,Marketing Associate,LinkedIn,78,1,1,1,1,1
C1297,R3,Data Analyst,LinkedIn,56,1,1,0,0,0
C1298,R3,Software Engineer,Job board,51,1,0,0,0,0
C1299,R5,Software Engineer,Job board,33,1,0,0,0,0
C1300,R2,Data Analyst,Careers page,73,1,1,1,1,1
C1301,R1,Marketing Associate,Job board,63,1,1,0,0,0
C1302,R2,HR Specialist,LinkedIn,67,1,1,1,0,0
C1303,R2,Data Analyst,LinkedIn,81,1,1,1,1,1
C1304,R5,HR Specialist,LinkedIn,72,1,1,1,1,1
C1305,R3,HR Specialist,LinkedIn,72,1,1,1,0,0
C1306,R2,Software Engineer,LinkedIn,80,1,1,0,0,0
C1307,R1,Marketing Associate,LinkedIn,70,1,0,0,0,0
C1308,R1,HR Specialist,LinkedIn,45,1,1,1,1,1
C1309,R3,Data Analyst,LinkedIn,71,1,1,0,0,0
C1310,R1,Data Analyst,LinkedIn,86,1,1,0,0,0
C1311,R1,Data Analyst,LinkedIn,80,1,1,0,0,0
C1312,R4,Software Engineer,LinkedIn,84,1,1,1,1,0
C1313,R5,HR Specialist,Careers page,71,1,0,0,0,0
